,x,y
5360,6.76,0.72
5361,6.76,0.84
5362,6.76,0.96
5363,6.76,1.08
5364,6.76,1.2
5365,6.76,1.32
5366,6.76,1.44
5367,6.76,1.56
5368,6.76,1.68
5369,6.76,1.8
5370,6.76,1.92
5371,6.76,2.04
5372,6.76,2.16
5373,6.76,2.28
5374,6.76,2.4
5375,6.76,2.52
5376,6.76,2.64
5377,6.76,2.76
5378,6.76,2.88
5379,6.76,3.0
5380,6.76,3.12
5381,6.76,3.24
5382,6.76,3.36
5383,6.76,3.48
5384,6.76,3.6
5385,6.76,3.72
5386,6.76,3.84
5387,6.76,3.96
5388,6.76,4.08
5389,6.76,4.2
5390,6.76,4.32
5391,6.76,4.44
5392,6.76,4.56
5393,6.76,4.68
5394,6.76,4.8
5395,6.76,4.92
5396,6.76,5.04
5397,6.76,5.16
5398,6.76,5.28
5399,6.76,5.4
5400,6.76,5.52
5401,6.76,5.64
5402,6.76,5.76
5403,6.76,5.88
5404,6.76,6.0
5405,6.76,6.12
5406,6.89,-6.0
5407,6.89,-5.88
5408,6.89,-5.76
5409,6.89,-5.64
5410,6.89,-5.52
5411,6.89,-5.4
5412,6.89,-5.28
5413,6.89,-5.16
5414,6.89,-5.04
5415,6.89,-4.92
5416,6.89,-4.8
5417,6.89,-4.68
5418,6.89,-4.56
5419,6.89,-4.44
5420,6.89,-4.32
5421,6.89,-4.2
5422,6.89,-4.08
5423,6.89,-3.96
5424,6.89,-3.84
5425,6.89,-3.72
5426,6.89,-3.6
5427,6.89,-3.48
5428,6.89,-3.36
5429,6.89,-3.24
5430,6.89,-3.12
5431,6.89,-3.0
5432,6.89,-2.88
5433,6.89,-2.76
5434,6.89,-2.64
5435,6.89,-2.52
5436,6.89,-2.4
5437,6.89,-2.28
5438,6.89,-2.16
5439,6.89,-2.04
5440,6.89,-1.92
5441,6.89,-1.8
5442,6.89,-1.68
5443,6.89,-1.56
5444,6.89,-1.44
5445,6.89,-1.32
5446,6.89,-1.2
5447,6.89,-1.08
5448,6.89,-0.96
5449,6.89,-0.84
5450,6.89,-0.72
5451,6.89,-0.6
5452,6.89,-0.48
5453,6.89,-0.36
5454,6.89,-0.24
5455,6.89,-0.12
5456,6.89,0.0
5457,6.89,0.12
5458,6.89,0.24
5459,6.89,0.36
5460,6.89,0.48
5461,6.89,0.6
5462,6.89,0.72
5463,6.89,0.84
5464,6.89,0.96
5465,6.89,1.08
5466,6.89,1.2
5467,6.89,1.32
5468,6.89,1.44
5469,6.89,1.56
5470,6.89,1.68
5471,6.89,1.8
5472,6.89,1.92
5473,6.89,2.04
5474,6.89,2.16
5475,6.89,2.28
5476,6.89,2.4
5477,6.89,2.52
5478,6.89,2.64
5479,6.89,2.76
5480,6.89,2.88
5481,6.89,3.0
5482,6.89,3.12
5483,6.89,3.24
5484,6.89,3.36
5485,6.89,3.48
5486,6.89,3.6
5487,6.89,3.72
5488,6.89,3.84
5489,6.89,3.96
5490,6.89,4.08
5491,6.89,4.2
5492,6.89,4.32
5493,6.89,4.44
5494,6.89,4.56
5495,6.89,4.68
5496,6.89,4.8
5497,6.89,4.92
5498,6.89,5.04
5499,6.89,5.16
5500,6.89,5.28
5501,6.89,5.4
5502,6.89,5.52
5503,6.89,5.64
5504,6.89,5.76
5505,6.89,5.88
5506,6.89,6.0
5507,6.89,6.12
5508,7.02,-6.0
5509,7.02,-5.88
5510,7.02,-5.76
5511,7.02,-5.64
5512,7.02,-5.52
5513,7.02,-5.4
5514,7.02,-5.28
5515,7.02,-5.16
5516,7.02,-5.04
5517,7.02,-4.92
5518,7.02,-4.8
5519,7.02,-4.68
5520,7.02,-4.56
5521,7.02,-4.44
5522,7.02,-4.32
5523,7.02,-4.2
5524,7.02,-4.08
5525,7.02,-3.96
5526,7.02,-3.84
5527,7.02,-3.72
5528,7.02,-3.6
5529,7.02,-3.48
5530,7.02,-3.36
5531,7.02,-3.24
5532,7.02,-3.12
5533,7.02,-3.0
5534,7.02,-2.88
5535,7.02,-2.76
5536,7.02,-2.64
5537,7.02,-2.52
5538,7.02,-2.4
5539,7.02,-2.28
5540,7.02,-2.16
5541,7.02,-2.04
5542,7.02,-1.92
5543,7.02,-1.8
5544,7.02,-1.68
5545,7.02,-1.56
5546,7.02,-1.44
5547,7.02,-1.32
5548,7.02,-1.2
5549,7.02,-1.08
5550,7.02,-0.96
5551,7.02,-0.84
5552,7.02,-0.72
5553,7.02,-0.6
5554,7.02,-0.48
5555,7.02,-0.36
5556,7.02,-0.24
5557,7.02,-0.12
5558,7.02,0.0
5559,7.02,0.12
5560,7.02,0.24
5561,7.02,0.36
5562,7.02,0.48
5563,7.02,0.6
5564,7.02,0.72
5565,7.02,0.84
5566,7.02,0.96
5567,7.02,1.08
5568,7.02,1.2
5569,7.02,1.32
5570,7.02,1.44
5571,7.02,1.56
5572,7.02,1.68
5573,7.02,1.8
5574,7.02,1.92
5575,7.02,2.04
5576,7.02,2.16
5577,7.02,2.28
5578,7.02,2.4
5579,7.02,2.52
5580,7.02,2.64
5581,7.02,2.76
5582,7.02,2.88
5583,7.02,3.0
5584,7.02,3.12
5585,7.02,3.24
5586,7.02,3.36
5587,7.02,3.48
5588,7.02,3.6
5589,7.02,3.72
5590,7.02,3.84
5591,7.02,3.96
5592,7.02,4.08
5593,7.02,4.2
5594,7.02,4.32
5595,7.02,4.44
5596,7.02,4.56
5597,7.02,4.68
5598,7.02,4.8
5599,7.02,4.92
5600,7.02,5.04
5601,7.02,5.16
5602,7.02,5.28
5603,7.02,5.4
5604,7.02,5.52
5605,7.02,5.64
5606,7.02,5.76
5607,7.02,5.88
5608,7.02,6.0
5609,7.02,6.12
5610,7.15,-6.0
5611,7.15,-5.88
5612,7.15,-5.76
5613,7.15,-5.64
5614,7.15,-5.52
5615,7.15,-5.4
5616,7.15,-5.28
5617,7.15,-5.16
5618,7.15,-5.04
5619,7.15,-4.92
5620,7.15,-4.8
5621,7.15,-4.68
5622,7.15,-4.56
5623,7.15,-4.44
5624,7.15,-4.32
5625,7.15,-4.2
5626,7.15,-4.08
5627,7.15,-3.96
5628,7.15,-3.84
5629,7.15,-3.72
5630,7.15,-3.6
5631,7.15,-3.48
5632,7.15,-3.36
5633,7.15,-3.24
5634,7.15,-3.12
5635,7.15,-3.0
5636,7.15,-2.88
5637,7.15,-2.76
5638,7.15,-2.64
5639,7.15,-2.52
5640,7.15,-2.4
5641,7.15,-2.28
5642,7.15,-2.16
5643,7.15,-2.04
5644,7.15,-1.92
5645,7.15,-1.8
5646,7.15,-1.68
5647,7.15,-1.56
5648,7.15,-1.44
5649,7.15,-1.32
5650,7.15,-1.2
5651,7.15,-1.08
5652,7.15,-0.96
5653,7.15,-0.84
5654,7.15,-0.72
5655,7.15,-0.6
5656,7.15,-0.48
5657,7.15,-0.36
5658,7.15,-0.24
5659,7.15,-0.12
5660,7.15,0.0
5661,7.15,0.12
5662,7.15,0.24
5663,7.15,0.36
5664,7.15,0.48
5665,7.15,0.6
5666,7.15,0.72
5667,7.15,0.84
5668,7.15,0.96
5669,7.15,1.08
5670,7.15,1.2
5671,7.15,1.32
5672,7.15,1.44
5673,7.15,1.56
5674,7.15,1.68
5675,7.15,1.8
5676,7.15,1.92
5677,7.15,2.04
5678,7.15,2.16
5679,7.15,2.28
5680,7.15,2.4
5681,7.15,2.52
5682,7.15,2.64
5683,7.15,2.76
5684,7.15,2.88
5685,7.15,3.0
5686,7.15,3.12
5687,7.15,3.24
5688,7.15,3.36
5689,7.15,3.48
5690,7.15,3.6
5691,7.15,3.72
5692,7.15,3.84
5693,7.15,3.96
5694,7.15,4.08
5695,7.15,4.2
5696,7.15,4.32
5697,7.15,4.44
5698,7.15,4.56
5699,7.15,4.68
5700,7.15,4.8
5701,7.15,4.92
5702,7.15,5.04
5703,7.15,5.16
5704,7.15,5.28
5705,7.15,5.4
5706,7.15,5.52
5707,7.15,5.64
5708,7.15,5.76
5709,7.15,5.88
5710,7.15,6.0
5711,7.15,6.12
5712,7.28,-6.0
5713,7.28,-5.88
5714,7.28,-5.76
5715,7.28,-5.64
5716,7.28,-5.52
5717,7.28,-5.4
5718,7.28,-5.28
5719,7.28,-5.16
5720,7.28,-5.04
5721,7.28,-4.92
5722,7.28,-4.8
5723,7.28,-4.68
5724,7.28,-4.56
5725,7.28,-4.44
5726,7.28,-4.32
5727,7.28,-4.2
5728,7.28,-4.08
5729,7.28,-3.96
5730,7.28,-3.84
5731,7.28,-3.72
5732,7.28,-3.6
5733,7.28,-3.48
5734,7.28,-3.36
5735,7.28,-3.24
5736,7.28,-3.12
5737,7.28,-3.0
5738,7.28,-2.88
5739,7.28,-2.76
5740,7.28,-2.64
5741,7.28,-2.52
5742,7.28,-2.4
5743,7.28,-2.28
5744,7.28,-2.16
5745,7.28,-2.04
5746,7.28,-1.92
5747,7.28,-1.8
5748,7.28,-1.68
5749,7.28,-1.56
5750,7.28,-1.44
5751,7.28,-1.32
5752,7.28,-1.2
5753,7.28,-1.08
5754,7.28,-0.96
5755,7.28,-0.84
5756,7.28,-0.72
5757,7.28,-0.6
5758,7.28,-0.48
5759,7.28,-0.36
5760,7.28,-0.24
5761,7.28,-0.12
5762,7.28,0.0
5763,7.28,0.12
5764,7.28,0.24
5765,7.28,0.36
5766,7.28,0.48
5767,7.28,0.6
5768,7.28,0.72
5769,7.28,0.84
5770,7.28,0.96
5771,7.28,1.08
5772,7.28,1.2
5773,7.28,1.32
5774,7.28,1.44
5775,7.28,1.56
5776,7.28,1.68
5777,7.28,1.8
5778,7.28,1.92
5779,7.28,2.04
5780,7.28,2.16
5781,7.28,2.28
5782,7.28,2.4
5783,7.28,2.52
5784,7.28,2.64
5785,7.28,2.76
5786,7.28,2.88
5787,7.28,3.0
5788,7.28,3.12
5789,7.28,3.24
5790,7.28,3.36
5791,7.28,3.48
5792,7.28,3.6
5793,7.28,3.72
5794,7.28,3.84
5795,7.28,3.96
5796,7.28,4.08
5797,7.28,4.2
5798,7.28,4.32
5799,7.28,4.44
5800,7.28,4.56
5801,7.28,4.68
5802,7.28,4.8
5803,7.28,4.92
5804,7.28,5.04
5805,7.28,5.16
5806,7.28,5.28
5807,7.28,5.4
5808,7.28,5.52
5809,7.28,5.64
5810,7.28,5.76
5811,7.28,5.88
5812,7.28,6.0
5813,7.28,6.12
5814,7.41,-6.0
5815,7.41,-5.88
5816,7.41,-5.76
5817,7.41,-5.64
5818,7.41,-5.52
5819,7.41,-5.4
5820,7.41,-5.28
5821,7.41,-5.16
5822,7.41,-5.04
5823,7.41,-4.92
5824,7.41,-4.8
5825,7.41,-4.68
5826,7.41,-4.56
5827,7.41,-4.44
5828,7.41,-4.32
5829,7.41,-4.2
5830,7.41,-4.08
5831,7.41,-3.96
5832,7.41,-3.84
5833,7.41,-3.72
5834,7.41,-3.6
5835,7.41,-3.48
5836,7.41,-3.36
5837,7.41,-3.24
5838,7.41,-3.12
5839,7.41,-3.0
5840,7.41,-2.88
5841,7.41,-2.76
5842,7.41,-2.64
5843,7.41,-2.52
5844,7.41,-2.4
5845,7.41,-2.28
5846,7.41,-2.16
5847,7.41,-2.04
5848,7.41,-1.92
5849,7.41,-1.8
5850,7.41,-1.68
5851,7.41,-1.56
5852,7.41,-1.44
5853,7.41,-1.32
5854,7.41,-1.2
5855,7.41,-1.08
5856,7.41,-0.96
5857,7.41,-0.84
5858,7.41,-0.72
5859,7.41,-0.6
5860,7.41,-0.48
5861,7.41,-0.36
5862,7.41,-0.24
5863,7.41,-0.12
5864,7.41,0.0
5865,7.41,0.12
5866,7.41,0.24
5867,7.41,0.36
5868,7.41,0.48
5869,7.41,0.6
5870,7.41,0.72
5871,7.41,0.84
5872,7.41,0.96
5873,7.41,1.08
5874,7.41,1.2
5875,7.41,1.32
5876,7.41,1.44
5877,7.41,1.56
5878,7.41,1.68
5879,7.41,1.8
5880,7.41,1.92
5881,7.41,2.04
5882,7.41,2.16
5883,7.41,2.28
5884,7.41,2.4
5885,7.41,2.52
5886,7.41,2.64
5887,7.41,2.76
5888,7.41,2.88
5889,7.41,3.0
5890,7.41,3.12
5891,7.41,3.24
5892,7.41,3.36
5893,7.41,3.48
5894,7.41,3.6
5895,7.41,3.72
5896,7.41,3.84
5897,7.41,3.96
5898,7.41,4.08
5899,7.41,4.2
5900,7.41,4.32
5901,7.41,4.44
5902,7.41,4.56
5903,7.41,4.68
5904,7.41,4.8
5905,7.41,4.92
5906,7.41,5.04
5907,7.41,5.16
5908,7.41,5.28
5909,7.41,5.4
5910,7.41,5.52
5911,7.41,5.64
5912,7.41,5.76
5913,7.41,5.88
5914,7.41,6.0
5915,7.41,6.12
5916,7.54,-6.0
5917,7.54,-5.88
5918,7.54,-5.76
5919,7.54,-5.64
5920,7.54,-5.52
5921,7.54,-5.4
5922,7.54,-5.28
5923,7.54,-5.16
5924,7.54,-5.04
5925,7.54,-4.92
5926,7.54,-4.8
5927,7.54,-4.68
5928,7.54,-4.56
5929,7.54,-4.44
5930,7.54,-4.32
5931,7.54,-4.2
5932,7.54,-4.08
5933,7.54,-3.96
5934,7.54,-3.84
5935,7.54,-3.72
5936,7.54,-3.6
5937,7.54,-3.48
5938,7.54,-3.36
5939,7.54,-3.24
5940,7.54,-3.12
5941,7.54,-3.0
5942,7.54,-2.88
5943,7.54,-2.76
5944,7.54,-2.64
5945,7.54,-2.52
5946,7.54,-2.4
5947,7.54,-2.28
5948,7.54,-2.16
5949,7.54,-2.04
5950,7.54,-1.92
5951,7.54,-1.8
5952,7.54,-1.68
5953,7.54,-1.56
5954,7.54,-1.44
5955,7.54,-1.32
5956,7.54,-1.2
5957,7.54,-1.08
5958,7.54,-0.96
5959,7.54,-0.84
5960,7.54,-0.72
5961,7.54,-0.6
5962,7.54,-0.48
5963,7.54,-0.36
5964,7.54,-0.24
5965,7.54,-0.12
5966,7.54,0.0
5967,7.54,0.12
5968,7.54,0.24
5969,7.54,0.36
5970,7.54,0.48
5971,7.54,0.6
5972,7.54,0.72
5973,7.54,0.84
5974,7.54,0.96
5975,7.54,1.08
5976,7.54,1.2
5977,7.54,1.32
5978,7.54,1.44
5979,7.54,1.56
5980,7.54,1.68
5981,7.54,1.8
5982,7.54,1.92
5983,7.54,2.04
5984,7.54,2.16
5985,7.54,2.28
5986,7.54,2.4
5987,7.54,2.52
5988,7.54,2.64
5989,7.54,2.76
5990,7.54,2.88
5991,7.54,3.0
5992,7.54,3.12
5993,7.54,3.24
5994,7.54,3.36
5995,7.54,3.48
5996,7.54,3.6
5997,7.54,3.72
5998,7.54,3.84
5999,7.54,3.96
6000,7.54,4.08
6001,7.54,4.2
6002,7.54,4.32
6003,7.54,4.44
6004,7.54,4.56
6005,7.54,4.68
6006,7.54,4.8
6007,7.54,4.92
6008,7.54,5.04
6009,7.54,5.16
6010,7.54,5.28
6011,7.54,5.4
6012,7.54,5.52
6013,7.54,5.64
6014,7.54,5.76
6015,7.54,5.88
6016,7.54,6.0
6017,7.54,6.12
6018,7.67,-6.0
6019,7.67,-5.88
6020,7.67,-5.76
6021,7.67,-5.64
6022,7.67,-5.52
6023,7.67,-5.4
6024,7.67,-5.28
6025,7.67,-5.16
6026,7.67,-5.04
6027,7.67,-4.92
6028,7.67,-4.8
6029,7.67,-4.68
6030,7.67,-4.56
6031,7.67,-4.44
6032,7.67,-4.32
6033,7.67,-4.2
6034,7.67,-4.08
6035,7.67,-3.96
6036,7.67,-3.84
6037,7.67,-3.72
6038,7.67,-3.6
6039,7.67,-3.48
6040,7.67,-3.36
6041,7.67,-3.24
6042,7.67,-3.12
6043,7.67,-3.0
6044,7.67,-2.88
6045,7.67,-2.76
6046,7.67,-2.64
6047,7.67,-2.52
6048,7.67,-2.4
6049,7.67,-2.28
6050,7.67,-2.16
6051,7.67,-2.04
6052,7.67,-1.92
6053,7.67,-1.8
6054,7.67,-1.68
6055,7.67,-1.56
6056,7.67,-1.44
6057,7.67,-1.32
6058,7.67,-1.2
6059,7.67,-1.08
6060,7.67,-0.96
6061,7.67,-0.84
6062,7.67,-0.72
6063,7.67,-0.6
6064,7.67,-0.48
6065,7.67,-0.36
6066,7.67,-0.24
6067,7.67,-0.12
6068,7.67,0.0
6069,7.67,0.12
6070,7.67,0.24
6071,7.67,0.36
6072,7.67,0.48
6073,7.67,0.6
6074,7.67,0.72
6075,7.67,0.84
6076,7.67,0.96
6077,7.67,1.08
6078,7.67,1.2
6079,7.67,1.32
6080,7.67,1.44
6081,7.67,1.56
6082,7.67,1.68
6083,7.67,1.8
6084,7.67,1.92
6085,7.67,2.04
6086,7.67,2.16
6087,7.67,2.28
6088,7.67,2.4
6089,7.67,2.52
6090,7.67,2.64
6091,7.67,2.76
6092,7.67,2.88
6093,7.67,3.0
6094,7.67,3.12
6095,7.67,3.24
6096,7.67,3.36
6097,7.67,3.48
6098,7.67,3.6
6099,7.67,3.72
6100,7.67,3.84
6101,7.67,3.96
6102,7.67,4.08
6103,7.67,4.2
6104,7.67,4.32
6105,7.67,4.44
6106,7.67,4.56
6107,7.67,4.68
6108,7.67,4.8
6109,7.67,4.92
6110,7.67,5.04
6111,7.67,5.16
6112,7.67,5.28
6113,7.67,5.4
6114,7.67,5.52
6115,7.67,5.64
6116,7.67,5.76
6117,7.67,5.88
6118,7.67,6.0
6119,7.67,6.12
6120,7.8,-6.0
6121,7.8,-5.88
6122,7.8,-5.76
6123,7.8,-5.64
6124,7.8,-5.52
6125,7.8,-5.4
6126,7.8,-5.28
6127,7.8,-5.16
6128,7.8,-5.04
6129,7.8,-4.92
6130,7.8,-4.8
6131,7.8,-4.68
6132,7.8,-4.56
6133,7.8,-4.44
6134,7.8,-4.32
6135,7.8,-4.2
6136,7.8,-4.08
6137,7.8,-3.96
6138,7.8,-3.84
6139,7.8,-3.72
6140,7.8,-3.6
6141,7.8,-3.48
6142,7.8,-3.36
6143,7.8,-3.24
6144,7.8,-3.12
6145,7.8,-3.0
6146,7.8,-2.88
6147,7.8,-2.76
6148,7.8,-2.64
6149,7.8,-2.52
6150,7.8,-2.4
6151,7.8,-2.28
6152,7.8,-2.16
6153,7.8,-2.04
6154,7.8,-1.92
6155,7.8,-1.8
6156,7.8,-1.68
6157,7.8,-1.56
6158,7.8,-1.44
6159,7.8,-1.32
6160,7.8,-1.2
6161,7.8,-1.08
6162,7.8,-0.96
6163,7.8,-0.84
6164,7.8,-0.72
6165,7.8,-0.6
6166,7.8,-0.48
6167,7.8,-0.36
6168,7.8,-0.24
6169,7.8,-0.12
6170,7.8,0.0
6171,7.8,0.12
6172,7.8,0.24
6173,7.8,0.36
6174,7.8,0.48
6175,7.8,0.6
6176,7.8,0.72
6177,7.8,0.84
6178,7.8,0.96
6179,7.8,1.08
6180,7.8,1.2
6181,7.8,1.32
6182,7.8,1.44
6183,7.8,1.56
6184,7.8,1.68
6185,7.8,1.8
6186,7.8,1.92
6187,7.8,2.04
6188,7.8,2.16
6189,7.8,2.28
6190,7.8,2.4
6191,7.8,2.52
6192,7.8,2.64
6193,7.8,2.76
6194,7.8,2.88
6195,7.8,3.0
6196,7.8,3.12
6197,7.8,3.24
6198,7.8,3.36
6199,7.8,3.48
6200,7.8,3.6
6201,7.8,3.72
6202,7.8,3.84
6203,7.8,3.96
6204,7.8,4.08
6205,7.8,4.2
6206,7.8,4.32
6207,7.8,4.44
6208,7.8,4.56
6209,7.8,4.68
6210,7.8,4.8
6211,7.8,4.92
6212,7.8,5.04
6213,7.8,5.16
6214,7.8,5.28
6215,7.8,5.4
6216,7.8,5.52
6217,7.8,5.64
6218,7.8,5.76
6219,7.8,5.88
6220,7.8,6.0
6221,7.8,6.12
6222,7.93,-6.0
6223,7.93,-5.88
6224,7.93,-5.76
6225,7.93,-5.64
6226,7.93,-5.52
6227,7.93,-5.4
6228,7.93,-5.28
6229,7.93,-5.16
6230,7.93,-5.04
6231,7.93,-4.92
6232,7.93,-4.8
6233,7.93,-4.68
6234,7.93,-4.56
6235,7.93,-4.44
6236,7.93,-4.32
6237,7.93,-4.2
6238,7.93,-4.08
6239,7.93,-3.96
6240,7.93,-3.84
6241,7.93,-3.72
6242,7.93,-3.6
6243,7.93,-3.48
6244,7.93,-3.36
6245,7.93,-3.24
6246,7.93,-3.12
6247,7.93,-3.0
6248,7.93,-2.88
6249,7.93,-2.76
6250,7.93,-2.64
6251,7.93,-2.52
6252,7.93,-2.4
6253,7.93,-2.28
6254,7.93,-2.16
6255,7.93,-2.04
6256,7.93,-1.92
6257,7.93,-1.8
6258,7.93,-1.68
6259,7.93,-1.56
6260,7.93,-1.44
6261,7.93,-1.32
6262,7.93,-1.2
6263,7.93,-1.08
6264,7.93,-0.96
6265,7.93,-0.84
6266,7.93,-0.72
6267,7.93,-0.6
6268,7.93,-0.48
6269,7.93,-0.36
6270,7.93,-0.24
6271,7.93,-0.12
6272,7.93,0.0
6273,7.93,0.12
6274,7.93,0.24
6275,7.93,0.36
6276,7.93,0.48
6277,7.93,0.6
6278,7.93,0.72
6279,7.93,0.84
6280,7.93,0.96
6281,7.93,1.08
6282,7.93,1.2
6283,7.93,1.32
6284,7.93,1.44
6285,7.93,1.56
6286,7.93,1.68
6287,7.93,1.8
6288,7.93,1.92
6289,7.93,2.04
6290,7.93,2.16
6291,7.93,2.28
6292,7.93,2.4
6293,7.93,2.52
6294,7.93,2.64
6295,7.93,2.76
6296,7.93,2.88
6297,7.93,3.0
6298,7.93,3.12
6299,7.93,3.24
6300,7.93,3.36
6301,7.93,3.48
6302,7.93,3.6
6303,7.93,3.72
6304,7.93,3.84
6305,7.93,3.96
6306,7.93,4.08
6307,7.93,4.2
6308,7.93,4.32
6309,7.93,4.44
6310,7.93,4.56
6311,7.93,4.68
6312,7.93,4.8
6313,7.93,4.92
6314,7.93,5.04
6315,7.93,5.16
6316,7.93,5.28
6317,7.93,5.4
6318,7.93,5.52
6319,7.93,5.64
6320,7.93,5.76
6321,7.93,5.88
6322,7.93,6.0
6323,7.93,6.12
6324,8.06,-6.0
6325,8.06,-5.88
6326,8.06,-5.76
6327,8.06,-5.64
6328,8.06,-5.52
6329,8.06,-5.4
6330,8.06,-5.28
6331,8.06,-5.16
6332,8.06,-5.04
6333,8.06,-4.92
6334,8.06,-4.8
6335,8.06,-4.68
6336,8.06,-4.56
6337,8.06,-4.44
6338,8.06,-4.32
6339,8.06,-4.2
6340,8.06,-4.08
6341,8.06,-3.96
6342,8.06,-3.84
6343,8.06,-3.72
6344,8.06,-3.6
6345,8.06,-3.48
6346,8.06,-3.36
6347,8.06,-3.24
6348,8.06,-3.12
6349,8.06,-3.0
6350,8.06,-2.88
6351,8.06,-2.76
6352,8.06,-2.64
6353,8.06,-2.52
6354,8.06,-2.4
6355,8.06,-2.28
6356,8.06,-2.16
6357,8.06,-2.04
6358,8.06,-1.92
6359,8.06,-1.8
6360,8.06,-1.68
6361,8.06,-1.56
6362,8.06,-1.44
6363,8.06,-1.32
6364,8.06,-1.2
6365,8.06,-1.08
6366,8.06,-0.96
6367,8.06,-0.84
6368,8.06,-0.72
6369,8.06,-0.6
6370,8.06,-0.48
6371,8.06,-0.36
6372,8.06,-0.24
6373,8.06,-0.12
6374,8.06,0.0
6375,8.06,0.12
6376,8.06,0.24
6377,8.06,0.36
6378,8.06,0.48
6379,8.06,0.6
6380,8.06,0.72
6381,8.06,0.84
6382,8.06,0.96
6383,8.06,1.08
6384,8.06,1.2
6385,8.06,1.32
6386,8.06,1.44
6387,8.06,1.56
6388,8.06,1.68
6389,8.06,1.8
6390,8.06,1.92
6391,8.06,2.04
6392,8.06,2.16
6393,8.06,2.28
6394,8.06,2.4
6395,8.06,2.52
6396,8.06,2.64
6397,8.06,2.76
6398,8.06,2.88
6399,8.06,3.0
6400,8.06,3.12
6401,8.06,3.24
6402,8.06,3.36
6403,8.06,3.48
6404,8.06,3.6
6405,8.06,3.72
6406,8.06,3.84
6407,8.06,3.96
6408,8.06,4.08
6409,8.06,4.2
6410,8.06,4.32
6411,8.06,4.44
6412,8.06,4.56
6413,8.06,4.68
6414,8.06,4.8
6415,8.06,4.92
6416,8.06,5.04
6417,8.06,5.16
6418,8.06,5.28
6419,8.06,5.4
6420,8.06,5.52
6421,8.06,5.64
6422,8.06,5.76
6423,8.06,5.88
6424,8.06,6.0
6425,8.06,6.12
6426,8.19,-6.0
6427,8.19,-5.88
6428,8.19,-5.76
6429,8.19,-5.64
6430,8.19,-5.52
6431,8.19,-5.4
6432,8.19,-5.28
6433,8.19,-5.16
6434,8.19,-5.04
6435,8.19,-4.92
6436,8.19,-4.8
6437,8.19,-4.68
6438,8.19,-4.56
6439,8.19,-4.44
6440,8.19,-4.32
6441,8.19,-4.2
6442,8.19,-4.08
6443,8.19,-3.96
6444,8.19,-3.84
6445,8.19,-3.72
6446,8.19,-3.6
6447,8.19,-3.48
6448,8.19,-3.36
6449,8.19,-3.24
6450,8.19,-3.12
6451,8.19,-3.0
6452,8.19,-2.88
6453,8.19,-2.76
6454,8.19,-2.64
6455,8.19,-2.52
6456,8.19,-2.4
6457,8.19,-2.28
6458,8.19,-2.16
6459,8.19,-2.04
6460,8.19,-1.92
6461,8.19,-1.8
6462,8.19,-1.68
6463,8.19,-1.56
6464,8.19,-1.44
6465,8.19,-1.32
6466,8.19,-1.2
6467,8.19,-1.08
6468,8.19,-0.96
6469,8.19,-0.84
6470,8.19,-0.72
6471,8.19,-0.6
6472,8.19,-0.48
6473,8.19,-0.36
6474,8.19,-0.24
6475,8.19,-0.12
6476,8.19,0.0
6477,8.19,0.12
6478,8.19,0.24
6479,8.19,0.36
6480,8.19,0.48
6481,8.19,0.6
6482,8.19,0.72
6483,8.19,0.84
6484,8.19,0.96
6485,8.19,1.08
6486,8.19,1.2
6487,8.19,1.32
6488,8.19,1.44
6489,8.19,1.56
6490,8.19,1.68
6491,8.19,1.8
6492,8.19,1.92
6493,8.19,2.04
6494,8.19,2.16
6495,8.19,2.28
6496,8.19,2.4
6497,8.19,2.52
6498,8.19,2.64
6499,8.19,2.76
6500,8.19,2.88
6501,8.19,3.0
6502,8.19,3.12
6503,8.19,3.24
6504,8.19,3.36
6505,8.19,3.48
6506,8.19,3.6
6507,8.19,3.72
6508,8.19,3.84
6509,8.19,3.96
6510,8.19,4.08
6511,8.19,4.2
6512,8.19,4.32
6513,8.19,4.44
6514,8.19,4.56
6515,8.19,4.68
6516,8.19,4.8
6517,8.19,4.92
6518,8.19,5.04
6519,8.19,5.16
6520,8.19,5.28
6521,8.19,5.4
6522,8.19,5.52
6523,8.19,5.64
6524,8.19,5.76
6525,8.19,5.88
6526,8.19,6.0
6527,8.19,6.12
6528,8.32,-6.0
6529,8.32,-5.88
6530,8.32,-5.76
6531,8.32,-5.64
6532,8.32,-5.52
6533,8.32,-5.4
6534,8.32,-5.28
6535,8.32,-5.16
6536,8.32,-5.04
6537,8.32,-4.92
6538,8.32,-4.8
6539,8.32,-4.68
6540,8.32,-4.56
6541,8.32,-4.44
6542,8.32,-4.32
6543,8.32,-4.2
6544,8.32,-4.08
6545,8.32,-3.96
6546,8.32,-3.84
6547,8.32,-3.72
6548,8.32,-3.6
6549,8.32,-3.48
6550,8.32,-3.36
6551,8.32,-3.24
6552,8.32,-3.12
6553,8.32,-3.0
6554,8.32,-2.88
6555,8.32,-2.76
6556,8.32,-2.64
6557,8.32,-2.52
6558,8.32,-2.4
6559,8.32,-2.28
6560,8.32,-2.16
6561,8.32,-2.04
6562,8.32,-1.92
6563,8.32,-1.8
6564,8.32,-1.68
6565,8.32,-1.56
6566,8.32,-1.44
6567,8.32,-1.32
6568,8.32,-1.2
6569,8.32,-1.08
6570,8.32,-0.96
6571,8.32,-0.84
6572,8.32,-0.72
6573,8.32,-0.6
6574,8.32,-0.48
6575,8.32,-0.36
6576,8.32,-0.24
