,x,y
14089,4.94,-4.44
14090,4.94,-4.32
14091,4.94,-4.2
14092,4.94,-4.08
14093,4.94,-3.96
14094,4.94,-3.84
14095,4.94,-3.72
14096,4.94,-3.6
14097,4.94,-3.48
14098,4.94,-3.36
14099,4.94,-3.24
14100,4.94,-3.12
14101,4.94,-3.0
14102,4.94,-2.88
14103,4.94,-2.76
14104,4.94,-2.64
14105,4.94,-2.52
14106,4.94,-2.4
14107,4.94,-2.28
14108,4.94,-2.16
14109,4.94,-2.04
14110,4.94,-1.92
14111,4.94,-1.8
14112,4.94,-1.68
14113,4.94,-1.56
14114,4.94,-1.44
14115,4.94,-1.32
14116,4.94,-1.2
14117,4.94,-1.08
14118,4.94,-0.96
14119,4.94,-0.84
14120,4.94,-0.72
14121,4.94,-0.6
14122,4.94,-0.48
14123,4.94,-0.36
14124,4.94,-0.24
14125,4.94,-0.12
14126,4.94,0.0
14127,4.94,0.12
14128,4.94,0.24
14129,4.94,0.36
14130,4.94,0.48
14131,4.94,0.6
14132,4.94,0.72
14133,4.94,0.84
14134,4.94,0.96
14135,4.94,1.08
14136,4.94,1.2
14137,4.94,1.32
14138,4.94,1.44
14139,4.94,1.56
14140,4.94,1.68
14141,4.94,1.8
14142,4.94,1.92
14143,4.94,2.04
14144,4.94,2.16
14145,4.94,2.28
14146,4.94,2.4
14147,4.94,2.52
14148,4.94,2.64
14149,4.94,2.76
14150,4.94,2.88
14151,4.94,3.0
14152,4.94,3.12
14153,4.94,3.24
14154,4.94,3.36
14155,4.94,3.48
14156,4.94,3.6
14157,4.94,3.72
14158,4.94,3.84
14159,4.94,3.96
14160,4.94,4.08
14161,4.94,4.2
14162,4.94,4.32
14163,4.94,4.44
14164,4.94,4.56
14165,4.94,4.68
14166,4.94,4.8
14167,4.94,4.92
14168,4.94,5.04
14169,4.94,5.16
14170,4.94,5.28
14171,4.94,5.4
14172,4.94,5.52
14173,4.94,5.64
14174,4.94,5.76
14175,4.94,5.88
14176,4.94,6.0
14177,4.94,6.12
14178,5.07,-6.0
14179,5.07,-5.88
14180,5.07,-5.76
14181,5.07,-5.64
14182,5.07,-5.52
14183,5.07,-5.4
14184,5.07,-5.28
14185,5.07,-5.16
14186,5.07,-5.04
14187,5.07,-4.92
14188,5.07,-4.8
14189,5.07,-4.68
14190,5.07,-4.56
14191,5.07,-4.44
14192,5.07,-4.32
14193,5.07,-4.2
14194,5.07,-4.08
14195,5.07,-3.96
14196,5.07,-3.84
14197,5.07,-3.72
14198,5.07,-3.6
14199,5.07,-3.48
14200,5.07,-3.36
14201,5.07,-3.24
14202,5.07,-3.12
14203,5.07,-3.0
14204,5.07,-2.88
14205,5.07,-2.76
14206,5.07,-2.64
14207,5.07,-2.52
14208,5.07,-2.4
14209,5.07,-2.28
14210,5.07,-2.16
14211,5.07,-2.04
14212,5.07,-1.92
14213,5.07,-1.8
14214,5.07,-1.68
14215,5.07,-1.56
14216,5.07,-1.44
14217,5.07,-1.32
14218,5.07,-1.2
14219,5.07,-1.08
14220,5.07,-0.96
14221,5.07,-0.84
14222,5.07,-0.72
14223,5.07,-0.6
14224,5.07,-0.48
14225,5.07,-0.36
14226,5.07,-0.24
14227,5.07,-0.12
14228,5.07,0.0
14229,5.07,0.12
14230,5.07,0.24
14231,5.07,0.36
14232,5.07,0.48
14233,5.07,0.6
14234,5.07,0.72
14235,5.07,0.84
14236,5.07,0.96
14237,5.07,1.08
14238,5.07,1.2
14239,5.07,1.32
14240,5.07,1.44
14241,5.07,1.56
14242,5.07,1.68
14243,5.07,1.8
14244,5.07,1.92
14245,5.07,2.04
14246,5.07,2.16
14247,5.07,2.28
14248,5.07,2.4
14249,5.07,2.52
14250,5.07,2.64
14251,5.07,2.76
14252,5.07,2.88
14253,5.07,3.0
14254,5.07,3.12
14255,5.07,3.24
14256,5.07,3.36
14257,5.07,3.48
14258,5.07,3.6
14259,5.07,3.72
14260,5.07,3.84
14261,5.07,3.96
14262,5.07,4.08
14263,5.07,4.2
14264,5.07,4.32
14265,5.07,4.44
14266,5.07,4.56
14267,5.07,4.68
14268,5.07,4.8
14269,5.07,4.92
14270,5.07,5.04
14271,5.07,5.16
14272,5.07,5.28
14273,5.07,5.4
14274,5.07,5.52
14275,5.07,5.64
14276,5.07,5.76
14277,5.07,5.88
14278,5.07,6.0
14279,5.07,6.12
14280,5.2,-6.0
14281,5.2,-5.88
14282,5.2,-5.76
14283,5.2,-5.64
14284,5.2,-5.52
14285,5.2,-5.4
14286,5.2,-5.28
14287,5.2,-5.16
14288,5.2,-5.04
14289,5.2,-4.92
14290,5.2,-4.8
14291,5.2,-4.68
14292,5.2,-4.56
14293,5.2,-4.44
14294,5.2,-4.32
14295,5.2,-4.2
14296,5.2,-4.08
14297,5.2,-3.96
14298,5.2,-3.84
14299,5.2,-3.72
14300,5.2,-3.6
14301,5.2,-3.48
14302,5.2,-3.36
14303,5.2,-3.24
14304,5.2,-3.12
14305,5.2,-3.0
14306,5.2,-2.88
14307,5.2,-2.76
14308,5.2,-2.64
14309,5.2,-2.52
14310,5.2,-2.4
14311,5.2,-2.28
14312,5.2,-2.16
14313,5.2,-2.04
14314,5.2,-1.92
14315,5.2,-1.8
14316,5.2,-1.68
14317,5.2,-1.56
14318,5.2,-1.44
14319,5.2,-1.32
14320,5.2,-1.2
14321,5.2,-1.08
14322,5.2,-0.96
14323,5.2,-0.84
14324,5.2,-0.72
14325,5.2,-0.6
14326,5.2,-0.48
14327,5.2,-0.36
14328,5.2,-0.24
14329,5.2,-0.12
14330,5.2,0.0
14331,5.2,0.12
14332,5.2,0.24
14333,5.2,0.36
14334,5.2,0.48
14335,5.2,0.6
14336,5.2,0.72
14337,5.2,0.84
14338,5.2,0.96
14339,5.2,1.08
14340,5.2,1.2
14341,5.2,1.32
14342,5.2,1.44
14343,5.2,1.56
14344,5.2,1.68
14345,5.2,1.8
14346,5.2,1.92
14347,5.2,2.04
14348,5.2,2.16
14349,5.2,2.28
14350,5.2,2.4
14351,5.2,2.52
14352,5.2,2.64
14353,5.2,2.76
14354,5.2,2.88
14355,5.2,3.0
14356,5.2,3.12
14357,5.2,3.24
14358,5.2,3.36
14359,5.2,3.48
14360,5.2,3.6
14361,5.2,3.72
14362,5.2,3.84
14363,5.2,3.96
14364,5.2,4.08
14365,5.2,4.2
14366,5.2,4.32
14367,5.2,4.44
14368,5.2,4.56
14369,5.2,4.68
14370,5.2,4.8
14371,5.2,4.92
14372,5.2,5.04
14373,5.2,5.16
14374,5.2,5.28
14375,5.2,5.4
14376,5.2,5.52
14377,5.2,5.64
14378,5.2,5.76
14379,5.2,5.88
14380,5.2,6.0
14381,5.2,6.12
14382,5.33,-6.0
14383,5.33,-5.88
14384,5.33,-5.76
14385,5.33,-5.64
14386,5.33,-5.52
14387,5.33,-5.4
14388,5.33,-5.28
14389,5.33,-5.16
14390,5.33,-5.04
14391,5.33,-4.92
14392,5.33,-4.8
14393,5.33,-4.68
14394,5.33,-4.56
14395,5.33,-4.44
14396,5.33,-4.32
14397,5.33,-4.2
14398,5.33,-4.08
14399,5.33,-3.96
14400,5.33,-3.84
14401,5.33,-3.72
14402,5.33,-3.6
14403,5.33,-3.48
14404,5.33,-3.36
14405,5.33,-3.24
14406,5.33,-3.12
14407,5.33,-3.0
14408,5.33,-2.88
14409,5.33,-2.76
14410,5.33,-2.64
14411,5.33,-2.52
14412,5.33,-2.4
14413,5.33,-2.28
14414,5.33,-2.16
14415,5.33,-2.04
14416,5.33,-1.92
14417,5.33,-1.8
14418,5.33,-1.68
14419,5.33,-1.56
14420,5.33,-1.44
14421,5.33,-1.32
14422,5.33,-1.2
14423,5.33,-1.08
14424,5.33,-0.96
14425,5.33,-0.84
14426,5.33,-0.72
14427,5.33,-0.6
14428,5.33,-0.48
14429,5.33,-0.36
14430,5.33,-0.24
14431,5.33,-0.12
14432,5.33,0.0
14433,5.33,0.12
14434,5.33,0.24
14435,5.33,0.36
14436,5.33,0.48
14437,5.33,0.6
14438,5.33,0.72
14439,5.33,0.84
14440,5.33,0.96
14441,5.33,1.08
14442,5.33,1.2
14443,5.33,1.32
14444,5.33,1.44
14445,5.33,1.56
14446,5.33,1.68
14447,5.33,1.8
14448,5.33,1.92
14449,5.33,2.04
14450,5.33,2.16
14451,5.33,2.28
14452,5.33,2.4
14453,5.33,2.52
14454,5.33,2.64
14455,5.33,2.76
14456,5.33,2.88
14457,5.33,3.0
14458,5.33,3.12
14459,5.33,3.24
14460,5.33,3.36
14461,5.33,3.48
14462,5.33,3.6
14463,5.33,3.72
14464,5.33,3.84
14465,5.33,3.96
14466,5.33,4.08
14467,5.33,4.2
14468,5.33,4.32
14469,5.33,4.44
14470,5.33,4.56
14471,5.33,4.68
14472,5.33,4.8
14473,5.33,4.92
14474,5.33,5.04
14475,5.33,5.16
14476,5.33,5.28
14477,5.33,5.4
14478,5.33,5.52
14479,5.33,5.64
14480,5.33,5.76
14481,5.33,5.88
14482,5.33,6.0
14483,5.33,6.12
14484,5.46,-6.0
14485,5.46,-5.88
14486,5.46,-5.76
14487,5.46,-5.64
14488,5.46,-5.52
14489,5.46,-5.4
14490,5.46,-5.28
14491,5.46,-5.16
14492,5.46,-5.04
14493,5.46,-4.92
14494,5.46,-4.8
14495,5.46,-4.68
14496,5.46,-4.56
14497,5.46,-4.44
14498,5.46,-4.32
14499,5.46,-4.2
14500,5.46,-4.08
14501,5.46,-3.96
14502,5.46,-3.84
14503,5.46,-3.72
14504,5.46,-3.6
14505,5.46,-3.48
14506,5.46,-3.36
14507,5.46,-3.24
14508,5.46,-3.12
14509,5.46,-3.0
14510,5.46,-2.88
14511,5.46,-2.76
14512,5.46,-2.64
14513,5.46,-2.52
14514,5.46,-2.4
14515,5.46,-2.28
14516,5.46,-2.16
14517,5.46,-2.04
14518,5.46,-1.92
14519,5.46,-1.8
14520,5.46,-1.68
14521,5.46,-1.56
14522,5.46,-1.44
14523,5.46,-1.32
14524,5.46,-1.2
14525,5.46,-1.08
14526,5.46,-0.96
14527,5.46,-0.84
14528,5.46,-0.72
14529,5.46,-0.6
14530,5.46,-0.48
14531,5.46,-0.36
14532,5.46,-0.24
14533,5.46,-0.12
14534,5.46,0.0
14535,5.46,0.12
14536,5.46,0.24
14537,5.46,0.36
14538,5.46,0.48
14539,5.46,0.6
14540,5.46,0.72
14541,5.46,0.84
14542,5.46,0.96
14543,5.46,1.08
14544,5.46,1.2
14545,5.46,1.32
14546,5.46,1.44
14547,5.46,1.56
14548,5.46,1.68
14549,5.46,1.8
14550,5.46,1.92
14551,5.46,2.04
14552,5.46,2.16
14553,5.46,2.28
14554,5.46,2.4
14555,5.46,2.52
14556,5.46,2.64
14557,5.46,2.76
14558,5.46,2.88
14559,5.46,3.0
14560,5.46,3.12
14561,5.46,3.24
14562,5.46,3.36
14563,5.46,3.48
14564,5.46,3.6
14565,5.46,3.72
14566,5.46,3.84
14567,5.46,3.96
14568,5.46,4.08
14569,5.46,4.2
14570,5.46,4.32
14571,5.46,4.44
14572,5.46,4.56
14573,5.46,4.68
14574,5.46,4.8
14575,5.46,4.92
14576,5.46,5.04
14577,5.46,5.16
14578,5.46,5.28
14579,5.46,5.4
14580,5.46,5.52
14581,5.46,5.64
14582,5.46,5.76
14583,5.46,5.88
14584,5.46,6.0
14585,5.46,6.12
14586,5.59,-6.0
14587,5.59,-5.88
14588,5.59,-5.76
14589,5.59,-5.64
14590,5.59,-5.52
14591,5.59,-5.4
14592,5.59,-5.28
14593,5.59,-5.16
14594,5.59,-5.04
14595,5.59,-4.92
14596,5.59,-4.8
14597,5.59,-4.68
14598,5.59,-4.56
14599,5.59,-4.44
14600,5.59,-4.32
14601,5.59,-4.2
14602,5.59,-4.08
14603,5.59,-3.96
14604,5.59,-3.84
14605,5.59,-3.72
14606,5.59,-3.6
14607,5.59,-3.48
14608,5.59,-3.36
14609,5.59,-3.24
14610,5.59,-3.12
14611,5.59,-3.0
14612,5.59,-2.88
14613,5.59,-2.76
14614,5.59,-2.64
14615,5.59,-2.52
14616,5.59,-2.4
14617,5.59,-2.28
14618,5.59,-2.16
14619,5.59,-2.04
14620,5.59,-1.92
14621,5.59,-1.8
14622,5.59,-1.68
14623,5.59,-1.56
14624,5.59,-1.44
14625,5.59,-1.32
14626,5.59,-1.2
14627,5.59,-1.08
14628,5.59,-0.96
14629,5.59,-0.84
14630,5.59,-0.72
14631,5.59,-0.6
14632,5.59,-0.48
14633,5.59,-0.36
14634,5.59,-0.24
14635,5.59,-0.12
14636,5.59,0.0
14637,5.59,0.12
14638,5.59,0.24
14639,5.59,0.36
14640,5.59,0.48
14641,5.59,0.6
14642,5.59,0.72
14643,5.59,0.84
14644,5.59,0.96
14645,5.59,1.08
14646,5.59,1.2
14647,5.59,1.32
14648,5.59,1.44
14649,5.59,1.56
14650,5.59,1.68
14651,5.59,1.8
14652,5.59,1.92
14653,5.59,2.04
14654,5.59,2.16
14655,5.59,2.28
14656,5.59,2.4
14657,5.59,2.52
14658,5.59,2.64
14659,5.59,2.76
14660,5.59,2.88
14661,5.59,3.0
14662,5.59,3.12
14663,5.59,3.24
14664,5.59,3.36
14665,5.59,3.48
14666,5.59,3.6
14667,5.59,3.72
14668,5.59,3.84
14669,5.59,3.96
14670,5.59,4.08
14671,5.59,4.2
14672,5.59,4.32
14673,5.59,4.44
14674,5.59,4.56
14675,5.59,4.68
14676,5.59,4.8
14677,5.59,4.92
14678,5.59,5.04
14679,5.59,5.16
14680,5.59,5.28
14681,5.59,5.4
14682,5.59,5.52
14683,5.59,5.64
14684,5.59,5.76
14685,5.59,5.88
14686,5.59,6.0
14687,5.59,6.12
14688,5.72,-6.0
14689,5.72,-5.88
14690,5.72,-5.76
14691,5.72,-5.64
14692,5.72,-5.52
14693,5.72,-5.4
14694,5.72,-5.28
14695,5.72,-5.16
14696,5.72,-5.04
14697,5.72,-4.92
14698,5.72,-4.8
14699,5.72,-4.68
14700,5.72,-4.56
14701,5.72,-4.44
14702,5.72,-4.32
14703,5.72,-4.2
14704,5.72,-4.08
14705,5.72,-3.96
14706,5.72,-3.84
14707,5.72,-3.72
14708,5.72,-3.6
14709,5.72,-3.48
14710,5.72,-3.36
14711,5.72,-3.24
14712,5.72,-3.12
14713,5.72,-3.0
14714,5.72,-2.88
14715,5.72,-2.76
14716,5.72,-2.64
14717,5.72,-2.52
14718,5.72,-2.4
14719,5.72,-2.28
14720,5.72,-2.16
14721,5.72,-2.04
14722,5.72,-1.92
14723,5.72,-1.8
14724,5.72,-1.68
14725,5.72,-1.56
14726,5.72,-1.44
14727,5.72,-1.32
14728,5.72,-1.2
14729,5.72,-1.08
14730,5.72,-0.96
14731,5.72,-0.84
14732,5.72,-0.72
14733,5.72,-0.6
14734,5.72,-0.48
14735,5.72,-0.36
14736,5.72,-0.24
14737,5.72,-0.12
14738,5.72,0.0
14739,5.72,0.12
14740,5.72,0.24
14741,5.72,0.36
14742,5.72,0.48
14743,5.72,0.6
14744,5.72,0.72
14745,5.72,0.84
14746,5.72,0.96
14747,5.72,1.08
14748,5.72,1.2
14749,5.72,1.32
14750,5.72,1.44
14751,5.72,1.56
14752,5.72,1.68
14753,5.72,1.8
14754,5.72,1.92
14755,5.72,2.04
14756,5.72,2.16
14757,5.72,2.28
14758,5.72,2.4
14759,5.72,2.52
14760,5.72,2.64
14761,5.72,2.76
14762,5.72,2.88
14763,5.72,3.0
14764,5.72,3.12
14765,5.72,3.24
14766,5.72,3.36
14767,5.72,3.48
14768,5.72,3.6
14769,5.72,3.72
14770,5.72,3.84
14771,5.72,3.96
14772,5.72,4.08
14773,5.72,4.2
14774,5.72,4.32
14775,5.72,4.44
14776,5.72,4.56
14777,5.72,4.68
14778,5.72,4.8
14779,5.72,4.92
14780,5.72,5.04
14781,5.72,5.16
14782,5.72,5.28
14783,5.72,5.4
14784,5.72,5.52
14785,5.72,5.64
14786,5.72,5.76
14787,5.72,5.88
14788,5.72,6.0
14789,5.72,6.12
14790,5.85,-6.0
14791,5.85,-5.88
14792,5.85,-5.76
14793,5.85,-5.64
14794,5.85,-5.52
14795,5.85,-5.4
14796,5.85,-5.28
14797,5.85,-5.16
14798,5.85,-5.04
14799,5.85,-4.92
14800,5.85,-4.8
14801,5.85,-4.68
14802,5.85,-4.56
14803,5.85,-4.44
14804,5.85,-4.32
14805,5.85,-4.2
14806,5.85,-4.08
14807,5.85,-3.96
14808,5.85,-3.84
14809,5.85,-3.72
14810,5.85,-3.6
14811,5.85,-3.48
14812,5.85,-3.36
14813,5.85,-3.24
14814,5.85,-3.12
14815,5.85,-3.0
14816,5.85,-2.88
14817,5.85,-2.76
14818,5.85,-2.64
14819,5.85,-2.52
14820,5.85,-2.4
14821,5.85,-2.28
14822,5.85,-2.16
14823,5.85,-2.04
14824,5.85,-1.92
14825,5.85,-1.8
14826,5.85,-1.68
14827,5.85,-1.56
14828,5.85,-1.44
14829,5.85,-1.32
14830,5.85,-1.2
14831,5.85,-1.08
14832,5.85,-0.96
14833,5.85,-0.84
14834,5.85,-0.72
14835,5.85,-0.6
14836,5.85,-0.48
14837,5.85,-0.36
14838,5.85,-0.24
14839,5.85,-0.12
14840,5.85,0.0
14841,5.85,0.12
14842,5.85,0.24
14843,5.85,0.36
14844,5.85,0.48
14845,5.85,0.6
14846,5.85,0.72
14847,5.85,0.84
14848,5.85,0.96
14849,5.85,1.08
14850,5.85,1.2
14851,5.85,1.32
14852,5.85,1.44
14853,5.85,1.56
14854,5.85,1.68
14855,5.85,1.8
14856,5.85,1.92
14857,5.85,2.04
14858,5.85,2.16
14859,5.85,2.28
14860,5.85,2.4
14861,5.85,2.52
14862,5.85,2.64
14863,5.85,2.76
14864,5.85,2.88
14865,5.85,3.0
14866,5.85,3.12
14867,5.85,3.24
14868,5.85,3.36
14869,5.85,3.48
14870,5.85,3.6
14871,5.85,3.72
14872,5.85,3.84
14873,5.85,3.96
14874,5.85,4.08
14875,5.85,4.2
14876,5.85,4.32
14877,5.85,4.44
14878,5.85,4.56
14879,5.85,4.68
14880,5.85,4.8
14881,5.85,4.92
14882,5.85,5.04
14883,5.85,5.16
14884,5.85,5.28
14885,5.85,5.4
14886,5.85,5.52
14887,5.85,5.64
14888,5.85,5.76
14889,5.85,5.88
14890,5.85,6.0
14891,5.85,6.12
14892,5.98,-6.0
14893,5.98,-5.88
14894,5.98,-5.76
14895,5.98,-5.64
14896,5.98,-5.52
14897,5.98,-5.4
14898,5.98,-5.28
14899,5.98,-5.16
14900,5.98,-5.04
14901,5.98,-4.92
14902,5.98,-4.8
14903,5.98,-4.68
14904,5.98,-4.56
14905,5.98,-4.44
14906,5.98,-4.32
14907,5.98,-4.2
14908,5.98,-4.08
14909,5.98,-3.96
14910,5.98,-3.84
14911,5.98,-3.72
14912,5.98,-3.6
14913,5.98,-3.48
14914,5.98,-3.36
14915,5.98,-3.24
14916,5.98,-3.12
14917,5.98,-3.0
14918,5.98,-2.88
14919,5.98,-2.76
14920,5.98,-2.64
14921,5.98,-2.52
14922,5.98,-2.4
14923,5.98,-2.28
14924,5.98,-2.16
14925,5.98,-2.04
14926,5.98,-1.92
14927,5.98,-1.8
14928,5.98,-1.68
14929,5.98,-1.56
14930,5.98,-1.44
14931,5.98,-1.32
14932,5.98,-1.2
14933,5.98,-1.08
14934,5.98,-0.96
14935,5.98,-0.84
14936,5.98,-0.72
14937,5.98,-0.6
14938,5.98,-0.48
14939,5.98,-0.36
14940,5.98,-0.24
14941,5.98,-0.12
14942,5.98,0.0
14943,5.98,0.12
14944,5.98,0.24
14945,5.98,0.36
14946,5.98,0.48
14947,5.98,0.6
14948,5.98,0.72
14949,5.98,0.84
14950,5.98,0.96
14951,5.98,1.08
14952,5.98,1.2
14953,5.98,1.32
14954,5.98,1.44
14955,5.98,1.56
14956,5.98,1.68
14957,5.98,1.8
14958,5.98,1.92
14959,5.98,2.04
14960,5.98,2.16
14961,5.98,2.28
14962,5.98,2.4
14963,5.98,2.52
14964,5.98,2.64
14965,5.98,2.76
14966,5.98,2.88
14967,5.98,3.0
14968,5.98,3.12
14969,5.98,3.24
14970,5.98,3.36
14971,5.98,3.48
14972,5.98,3.6
14973,5.98,3.72
14974,5.98,3.84
14975,5.98,3.96
14976,5.98,4.08
14977,5.98,4.2
14978,5.98,4.32
14979,5.98,4.44
14980,5.98,4.56
14981,5.98,4.68
14982,5.98,4.8
14983,5.98,4.92
14984,5.98,5.04
14985,5.98,5.16
14986,5.98,5.28
14987,5.98,5.4
14988,5.98,5.52
14989,5.98,5.64
14990,5.98,5.76
14991,5.98,5.88
14992,5.98,6.0
14993,5.98,6.12
14994,6.11,-6.0
14995,6.11,-5.88
14996,6.11,-5.76
14997,6.11,-5.64
14998,6.11,-5.52
14999,6.11,-5.4
15000,6.11,-5.28
15001,6.11,-5.16
15002,6.11,-5.04
15003,6.11,-4.92
15004,6.11,-4.8
15005,6.11,-4.68
15006,6.11,-4.56
15007,6.11,-4.44
15008,6.11,-4.32
15009,6.11,-4.2
15010,6.11,-4.08
15011,6.11,-3.96
15012,6.11,-3.84
15013,6.11,-3.72
15014,6.11,-3.6
15015,6.11,-3.48
15016,6.11,-3.36
15017,6.11,-3.24
15018,6.11,-3.12
15019,6.11,-3.0
15020,6.11,-2.88
15021,6.11,-2.76
15022,6.11,-2.64
15023,6.11,-2.52
15024,6.11,-2.4
15025,6.11,-2.28
15026,6.11,-2.16
15027,6.11,-2.04
15028,6.11,-1.92
15029,6.11,-1.8
15030,6.11,-1.68
15031,6.11,-1.56
15032,6.11,-1.44
15033,6.11,-1.32
15034,6.11,-1.2
15035,6.11,-1.08
15036,6.11,-0.96
15037,6.11,-0.84
15038,6.11,-0.72
15039,6.11,-0.6
15040,6.11,-0.48
15041,6.11,-0.36
15042,6.11,-0.24
15043,6.11,-0.12
15044,6.11,0.0
15045,6.11,0.12
15046,6.11,0.24
15047,6.11,0.36
15048,6.11,0.48
15049,6.11,0.6
15050,6.11,0.72
15051,6.11,0.84
15052,6.11,0.96
15053,6.11,1.08
15054,6.11,1.2
15055,6.11,1.32
15056,6.11,1.44
15057,6.11,1.56
15058,6.11,1.68
15059,6.11,1.8
15060,6.11,1.92
15061,6.11,2.04
15062,6.11,2.16
15063,6.11,2.28
15064,6.11,2.4
15065,6.11,2.52
15066,6.11,2.64
15067,6.11,2.76
15068,6.11,2.88
15069,6.11,3.0
15070,6.11,3.12
15071,6.11,3.24
15072,6.11,3.36
15073,6.11,3.48
15074,6.11,3.6
15075,6.11,3.72
15076,6.11,3.84
15077,6.11,3.96
15078,6.11,4.08
15079,6.11,4.2
15080,6.11,4.32
15081,6.11,4.44
15082,6.11,4.56
15083,6.11,4.68
15084,6.11,4.8
15085,6.11,4.92
15086,6.11,5.04
15087,6.11,5.16
15088,6.11,5.28
15089,6.11,5.4
15090,6.11,5.52
15091,6.11,5.64
15092,6.11,5.76
15093,6.11,5.88
15094,6.11,6.0
15095,6.11,6.12
15096,6.24,-6.0
15097,6.24,-5.88
15098,6.24,-5.76
15099,6.24,-5.64
15100,6.24,-5.52
15101,6.24,-5.4
15102,6.24,-5.28
15103,6.24,-5.16
15104,6.24,-5.04
15105,6.24,-4.92
15106,6.24,-4.8
15107,6.24,-4.68
15108,6.24,-4.56
15109,6.24,-4.44
15110,6.24,-4.32
15111,6.24,-4.2
15112,6.24,-4.08
15113,6.24,-3.96
15114,6.24,-3.84
15115,6.24,-3.72
15116,6.24,-3.6
15117,6.24,-3.48
15118,6.24,-3.36
15119,6.24,-3.24
15120,6.24,-3.12
15121,6.24,-3.0
15122,6.24,-2.88
15123,6.24,-2.76
15124,6.24,-2.64
15125,6.24,-2.52
15126,6.24,-2.4
15127,6.24,-2.28
15128,6.24,-2.16
15129,6.24,-2.04
15130,6.24,-1.92
15131,6.24,-1.8
15132,6.24,-1.68
15133,6.24,-1.56
15134,6.24,-1.44
15135,6.24,-1.32
15136,6.24,-1.2
15137,6.24,-1.08
15138,6.24,-0.96
15139,6.24,-0.84
15140,6.24,-0.72
15141,6.24,-0.6
15142,6.24,-0.48
15143,6.24,-0.36
15144,6.24,-0.24
15145,6.24,-0.12
15146,6.24,0.0
15147,6.24,0.12
15148,6.24,0.24
15149,6.24,0.36
15150,6.24,0.48
15151,6.24,0.6
15152,6.24,0.72
15153,6.24,0.84
15154,6.24,0.96
15155,6.24,1.08
15156,6.24,1.2
15157,6.24,1.32
15158,6.24,1.44
15159,6.24,1.56
15160,6.24,1.68
15161,6.24,1.8
15162,6.24,1.92
15163,6.24,2.04
15164,6.24,2.16
15165,6.24,2.28
15166,6.24,2.4
15167,6.24,2.52
15168,6.24,2.64
15169,6.24,2.76
15170,6.24,2.88
15171,6.24,3.0
15172,6.24,3.12
15173,6.24,3.24
15174,6.24,3.36
15175,6.24,3.48
15176,6.24,3.6
15177,6.24,3.72
15178,6.24,3.84
15179,6.24,3.96
15180,6.24,4.08
15181,6.24,4.2
15182,6.24,4.32
15183,6.24,4.44
15184,6.24,4.56
15185,6.24,4.68
15186,6.24,4.8
15187,6.24,4.92
15188,6.24,5.04
15189,6.24,5.16
15190,6.24,5.28
15191,6.24,5.4
15192,6.24,5.52
15193,6.24,5.64
15194,6.24,5.76
15195,6.24,5.88
15196,6.24,6.0
15197,6.24,6.12
15198,6.37,-6.0
15199,6.37,-5.88
15200,6.37,-5.76
15201,6.37,-5.64
15202,6.37,-5.52
15203,6.37,-5.4
15204,6.37,-5.28
15205,6.37,-5.16
15206,6.37,-5.04
15207,6.37,-4.92
15208,6.37,-4.8
15209,6.37,-4.68
15210,6.37,-4.56
15211,6.37,-4.44
15212,6.37,-4.32
15213,6.37,-4.2
15214,6.37,-4.08
15215,6.37,-3.96
15216,6.37,-3.84
15217,6.37,-3.72
15218,6.37,-3.6
15219,6.37,-3.48
15220,6.37,-3.36
15221,6.37,-3.24
15222,6.37,-3.12
15223,6.37,-3.0
15224,6.37,-2.88
15225,6.37,-2.76
15226,6.37,-2.64
15227,6.37,-2.52
15228,6.37,-2.4
15229,6.37,-2.28
15230,6.37,-2.16
15231,6.37,-2.04
15232,6.37,-1.92
15233,6.37,-1.8
15234,6.37,-1.68
15235,6.37,-1.56
15236,6.37,-1.44
15237,6.37,-1.32
15238,6.37,-1.2
15239,6.37,-1.08
15240,6.37,-0.96
15241,6.37,-0.84
15242,6.37,-0.72
15243,6.37,-0.6
15244,6.37,-0.48
15245,6.37,-0.36
15246,6.37,-0.24
15247,6.37,-0.12
15248,6.37,0.0
15249,6.37,0.12
15250,6.37,0.24
15251,6.37,0.36
15252,6.37,0.48
15253,6.37,0.6
15254,6.37,0.72
15255,6.37,0.84
15256,6.37,0.96
15257,6.37,1.08
15258,6.37,1.2
15259,6.37,1.32
15260,6.37,1.44
15261,6.37,1.56
15262,6.37,1.68
15263,6.37,1.8
15264,6.37,1.92
15265,6.37,2.04
15266,6.37,2.16
15267,6.37,2.28
15268,6.37,2.4
15269,6.37,2.52
15270,6.37,2.64
15271,6.37,2.76
15272,6.37,2.88
15273,6.37,3.0
15274,6.37,3.12
15275,6.37,3.24
15276,6.37,3.36
15277,6.37,3.48
15278,6.37,3.6
15279,6.37,3.72
15280,6.37,3.84
15281,6.37,3.96
15282,6.37,4.08
15283,6.37,4.2
15284,6.37,4.32
15285,6.37,4.44
15286,6.37,4.56
15287,6.37,4.68
15288,6.37,4.8
15289,6.37,4.92
15290,6.37,5.04
15291,6.37,5.16
15292,6.37,5.28
15293,6.37,5.4
15294,6.37,5.52
15295,6.37,5.64
15296,6.37,5.76
15297,6.37,5.88
15298,6.37,6.0
15299,6.37,6.12
15300,6.5,-6.0
15301,6.5,-5.88
15302,6.5,-5.76
15303,6.5,-5.64
15304,6.5,-5.52
15305,6.5,-5.4
15306,6.5,-5.28
